source_document,page_pdf,tableau_pdf,type_eau,milieu,parametre_pdf,parametre_code_propose,parametre_libelle_propose,famille_parametre,unite_pdf,classe_qualite,borne_min,operateur_min,borne_max,operateur_max,valeur_intervalle_originale,couleur_classe,indice_min,indice_max,confiance_extraction,commentaire_validation
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,tres_mauvaise,3000,>=,20500,<=,3000-20500,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Chlorures,CL,Chlorures,mineralisation,mg/l,excellente,1,>=,200,<=,1-200,bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Chlorures,CL,Chlorures,mineralisation,mg/l,bonne,200,>=,300,<=,200-300,vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Chlorures,CL,Chlorures,mineralisation,mg/l,moyenne,300,>=,750,<=,300-750,orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Chlorures,CL,Chlorures,mineralisation,mg/l,mauvaise,750,>=,1000,<=,750-1000,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Chlorures,CL,Chlorures,mineralisation,mg/l,tres_mauvaise,1000,>=,7000,<=,1000-7000,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sulfates,SO4,Sulfates,mineralisation,mg/l,excellente,0,>=,100,<=,0-100,bleu,80,100,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sulfates,SO4,Sulfates,mineralisation,mg/l,bonne,,,,,100--200,vert,60,80,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sulfates,SO4,Sulfates,mineralisation,mg/l,moyenne,200,>=,250,<=,200-250,orange/jaune,40,60,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sulfates,SO4,Sulfates,mineralisation,mg/l,mauvaise,250,>=,400,<=,250-400,rouge/violet,20,40,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sulfates,SO4,Sulfates,mineralisation,mg/l,tres_mauvaise,400,>=,3000,<=,400-3000,violet/rouge,0,20,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Calcium,CALCIUM,Calcium,micropolluants,mg/l,excellente,31,>=,160,<=,31-160,bleu,80,100,faible,"classe mauvaise notée 1-31 ou 60-1500, à confirmer; À vérifier"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Calcium,CALCIUM,Calcium,micropolluants,mg/l,bonne,,,,,,vert,60,80,faible,"classe mauvaise notée 1-31 ou 60-1500, à confirmer; À vérifier"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Calcium,CALCIUM,Calcium,micropolluants,mg/l,moyenne,,,,,,orange/jaune,40,60,faible,"classe mauvaise notée 1-31 ou 60-1500, à confirmer; À vérifier"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Calcium,CALCIUM,Calcium,micropolluants,mg/l,mauvaise,,,,,,rouge/violet,20,40,faible,"classe mauvaise notée 1-31 ou 60-1500, à confirmer; À vérifier"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Calcium,CALCIUM,Calcium,micropolluants,mg/l,tres_mauvaise,,,,,,violet/rouge,0,20,faible,"classe mauvaise notée 1-31 ou 60-1500, à confirmer; À vérifier"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Magnésium,MAGNESIUM,Magnésium,micropolluants,mg/l,excellente,0.05,>=,50,<=,"0,05-50",bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Magnésium,MAGNESIUM,Magnésium,micropolluants,mg/l,bonne,50,>=,75,<=,50-75,vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Magnésium,MAGNESIUM,Magnésium,micropolluants,mg/l,moyenne,75,>=,100,<=,75-100,orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Magnésium,MAGNESIUM,Magnésium,micropolluants,mg/l,mauvaise,100,>=,400,<=,100-400,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Magnésium,MAGNESIUM,Magnésium,micropolluants,mg/l,tres_mauvaise,400,>=,1200,<=,400-1200,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sodium,SODIUM,Sodium,micropolluants,mg/l,excellente,0.5,>=,200,<=,"0,5-200",bleu,80,100,moyenne,"classes bonne, moyenne et très mauvaise non indiquées"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sodium,SODIUM,Sodium,micropolluants,mg/l,bonne,,,,,,vert,60,80,moyenne,"classes bonne, moyenne et très mauvaise non indiquées"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sodium,SODIUM,Sodium,micropolluants,mg/l,moyenne,,,,,,orange/jaune,40,60,moyenne,"classes bonne, moyenne et très mauvaise non indiquées"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sodium,SODIUM,Sodium,micropolluants,mg/l,mauvaise,200,>=,7300,<=,200-7300,rouge/violet,20,40,moyenne,"classes bonne, moyenne et très mauvaise non indiquées"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Sodium,SODIUM,Sodium,micropolluants,mg/l,tres_mauvaise,,,,,,violet/rouge,0,20,moyenne,"classes bonne, moyenne et très mauvaise non indiquées"
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Manganèse,MN,Manganèse,metaux_lourds,mg/l,excellente,0,>=,0.1,<=,"0-0,1",bleu,80,100,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Manganèse,MN,Manganèse,metaux_lourds,mg/l,bonne,0.1,>=,0.5,<=,"0,1-0,5",vert,60,80,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Manganèse,MN,Manganèse,metaux_lourds,mg/l,moyenne,0.5,>=,1,<=,"0,5-1",orange/jaune,40,60,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Manganèse,MN,Manganèse,metaux_lourds,mg/l,mauvaise,1,>=,12,<=,1-12,rouge/violet,20,40,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Manganèse,MN,Manganèse,metaux_lourds,mg/l,tres_mauvaise,,,,,,violet/rouge,0,20,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Fer total,FE,Fer total,metaux_lourds,mg/l,excellente,0.01,>=,0.5,<=,"0,01-0,5",bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Fer total,FE,Fer total,metaux_lourds,mg/l,bonne,0.5,>=,1,<=,"0,5-1",vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Fer total,FE,Fer total,metaux_lourds,mg/l,moyenne,1,>=,2,<=,1-2,orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Fer total,FE,Fer total,metaux_lourds,mg/l,mauvaise,2,>=,5,<=,2-5,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Fer total,FE,Fer total,metaux_lourds,mg/l,tres_mauvaise,5,>=,15,<=,5-15,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,excellente,0,>=,20,<=,0-20,bleu,80,100,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,bonne,20,>=,2000,<=,20-2000,vert,60,80,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,moyenne,2000,>=,20000,<=,2000-20000,orange/jaune,40,60,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,mauvaise,,,,,20000-25.10⁶,rouge/violet,20,40,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,tres_mauvaise,,,,,,violet/rouge,0,20,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,excellente,0,>=,50,<=,0-50,bleu,80,100,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,bonne,50,>=,5000,<=,50-5000,vert,60,80,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,moyenne,5000,>=,50000,<=,5000-50000,orange/jaune,40,60,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,mauvaise,,,,,50000-15.10⁷,rouge/violet,20,40,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,tres_mauvaise,,,,,,violet/rouge,0,20,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,excellente,0,>=,20,<=,0-20,bleu,80,100,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,bonne,20,>=,1000,<=,20-1000,vert,60,80,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,moyenne,1000,>=,10000,<=,1000-10000,orange/jaune,40,60,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,mauvaise,,,,,10000-25.10⁶,rouge/violet,20,40,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,tres_mauvaise,,,,,,violet/rouge,0,20,faible,notation scientifique à confirmer; À vérifier
