id_decision,parametre_observe,nom_standard_metier,variantes_associees,unite_source,unite_metier,unite_abh,source_table,colonne_valeur,volume_total,volume_non_null,nb_null,nb_non_numerique,nb_suspect,min_observe,max_observe,plage_abh,plage_biblio,statut_mapping,statut_unite,statut_valeur,statut_migration,action_recommandee,decision_metier,commentaire_metier,reference_biblio_principale
MIG-0280,NH4,NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,232,232,0,0,0,2E-3,4.6989999999999998,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0281,NH4,NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,2590,2590,0,0,0,0,18.5,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0282,NH4,NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1953,1953,0,0,0,0,30600,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0283,NH4,NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0284,Zn,Zn,Zn | Zinc | Zinc(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,42,42,0,13,0,1.1299999999999999E-2,0.59240000000000004,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0285,PT,PT,PT | PT  décant. 2h | PT DECANTE | PT(mgP/l) | Phosphore total | Phosphore_Total,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,163,163,0,12,0,5.5E-2,506.03,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0286,NH4+  Titri,NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,2,2,0,0,0,5.04,21.84,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0287,NH4+ 2,NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,17,17,0,0,0,21.8,154,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0288,Huiles Graisses (H G T),HG,H_G | Huiles Graisses | Huiles Graisses (H G T),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,27,27,0,10,0,0.41699999999999998,8.89,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0289,NH4+(mgNH4+/l),NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),mgNH4+/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,182,0,0,0,0.02,3.27,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0290,indice de phénol M:A,Phenol,phenol | Phenol | Phénol | Ph�nol | indice de phénol M:A | Indicedephénol(mg/l) | IP | IP(mgO2/l),Indice,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,27,27,0,10,0,0.01,0.14699999999999999,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0291,Ni,Ni,Ni | Nickel | Nickel(mg)/l,à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,2,2,0,0,0,0.01,0.01,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0292,Ni,Ni,Ni | Nickel | Nickel(mg)/l,à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,269,269,0,0,0,0,90,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0293,Li,Li,Li | Litium(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,34,34,0,10,0,8.2000000000000007E-3,3.3740000000000001,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0294,Nickel(mg)/l,Ni,Ni | Nickel | Nickel(mg)/l,mg,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,22,160,0,0,0.01,0.01,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0295,Nitrates,Nitrates,Nitrates,à confirmer,mg/L,,suivi_qualite_sebou_jr,val_qual_sebou_jr,4572,4572,0,0,0,0,nan,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0296,niv_piezometrique_m,Niveau_piezom,niv_piezometrique_m,m,m,,points_eau_abhs,niv_piezometrique_m,46,22,24,0,0,2,110,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,HORS_PERIMETRE,REJECT_FROM_MIGRATION,hors périmètre migration des mesures,,,
MIG-0297,niveau_eau_m_ngm,Niveau_eau,niveau_eau_m_ngm,à confirmer,m NGM,,mesures_niv_eau_barrages,niveau_eau_m_ngm,85166,85166,0,0,0,0,746.18,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0298,Arsenic,As,As | Arsenic | Arsenic(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,8,8,0,8,1,,,référence ABH non disponible,<= 0.01 mg/L,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Arsenic fact sheet (https://www.who.int/news-room/fact-sheets/detail/arsenic)
MIG-0299,NO2-,NO2-,NO2- | NO2- _Spectro.,mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,134,134,0,0,0,0,1.952,référence ABH non disponible,<= 3 mg/L as nitrite,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,OK_WITH_FLAG,migrer avec contrôle standard,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0300,NO2-,NO2-,NO2- | NO2- _Spectro.,mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,2609,2609,0,0,1,0,85.4,référence ABH non disponible,<= 3 mg/L as nitrite,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0301,NO2-,NO2-,NO2- | NO2- _Spectro.,mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1791,1791,0,0,1,0,338.267,référence ABH non disponible,<= 3 mg/L as nitrite,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0302,NO2-,NO2-,NO2- | NO2- _Spectro.,mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,<= 3 mg/L as nitrite,MAPPED_EXACT,UNIT_OK,VALID,OK_FOR_MIGRATION,migrer sans réserve particulière,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0303,Cadmium,Cd,Cd | Cadmium | Cadmium(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,8,8,0,8,1,,,référence ABH non disponible,<= 0.003 mg/L,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Cadmium (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/cadmium-fact-sheet-2022.pdf)
MIG-0304,Cobalt,Co,Co | Cobalt | Cobalt(mg/l)),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,8,8,0,8,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0305,NO3-,NO3-,NO3- | NO3-(mg/l) | NO3-_Réduction Cd | NO3-_Spectro,mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,596,596,0,0,1,0,51.66,référence ABH non disponible,<= 50 mg/L as nitrate,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,OK_WITH_FLAG,migrer avec flag,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0306,NO3-,NO3-,NO3- | NO3-(mg/l) | NO3-_Réduction Cd | NO3-_Spectro,mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,2632,2632,0,0,1,0,3618,référence ABH non disponible,<= 50 mg/L as nitrate,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0307,NO3-,NO3-,NO3- | NO3-(mg/l) | NO3-_Réduction Cd | NO3-_Spectro,mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1930,1930,0,0,1,0,15300,référence ABH non disponible,<= 50 mg/L as nitrate,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0308,NO3-,NO3-,NO3- | NO3-(mg/l) | NO3-_Réduction Cd | NO3-_Spectro,mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,<= 50 mg/L as nitrate,MAPPED_EXACT,UNIT_OK,VALID,OK_FOR_MIGRATION,migrer sans réserve particulière,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0309,NO3-(mg/l),NO3-,NO3- | NO3-(mg/l) | NO3-_Réduction Cd | NO3-_Spectro,mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,180,2,0,1,0.89200000000000002,81.7,référence ABH non disponible,<= 50 mg/L as nitrate,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,OK_WITH_FLAG,migrer avec flag,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0310,NO3-_Réduction Cd,NO3-,NO3- | NO3-(mg/l) | NO3-_Réduction Cd | NO3-_Spectro,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,4,4,0,0,1,5.7000000000000002E-2,3.55,référence ABH non disponible,<= 50 mg/L as nitrate,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0311,Mercure,Hg,Hg | Mercure | Mercure(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,8,8,0,8,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0312,Plomb,Pb,Pb | Plomb | Plomb(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,8,8,0,8,1,,,référence ABH non disponible,<= 0.01 mg/L,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Lead (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/lead-fact-sheet-2022.pdf?download=true&sfvrsn=4983142a_2)
MIG-0313,NTK,NTK,NTK | NTK Spectr | NTK Titri | Azote_tot_kjeld | Azote_tot_kjeldhal,à confirmer,mg/L,,suivi_qualite_sebou_jr,val_qual_sebou_jr,4572,4572,0,0,0,0,nan,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0314,NTK Spectr,NTK,NTK | NTK Spectr | NTK Titri | Azote_tot_kjeld | Azote_tot_kjeldhal,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,39,39,0,0,0,0.26600000000000001,162,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0315,NTK Titri,NTK,NTK | NTK Spectr | NTK Titri | Azote_tot_kjeld | Azote_tot_kjeldhal,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,21,21,0,0,0,16.8,162,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0316,Numerotation_GT,Numerotation,Numerotation_GT,à confirmer,— (code),,mesures_qualite_nappes,val_qual_nap,1,1,0,0,0,110,110,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0317,O2_diss,O2_dissous,O2_diss | o2_dissous | O2_dissous | O2dissous(mgd'O2/l),mg O2/L,mg/L,,mesures_qualite_barrages,val_qual_barr,633,633,0,0,0,0.2,921.2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0318,O2_diss,O2_dissous,O2_diss | o2_dissous | O2_dissous | O2dissous(mgd'O2/l),mg O2/L,mg/L,,mesures_qualite_nappes,val_qual_nap,207,207,0,0,0,0,443,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0319,O2_diss,O2_dissous,O2_diss | o2_dissous | O2_dissous | O2dissous(mgd'O2/l),mg O2/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1971,1971,0,0,0,0,35,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0320,O2_diss,O2_dissous,O2_diss | o2_dissous | O2_dissous | O2dissous(mgd'O2/l),mg O2/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0321,o2_dissous,O2_dissous,O2_diss | o2_dissous | O2_dissous | O2dissous(mgd'O2/l),à confirmer,mg/L,,idp_2024_src_pollution_globale,o2_dissous,243,163,80,0,0,0,10.85,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0322,o2_dissous,O2_dissous,O2_diss | o2_dissous | O2_dissous | O2dissous(mgd'O2/l),à confirmer,mg/L,,idp_2024_src_pollution_marche_cadre,o2_dissous,148,77,71,0,0,0.61,9.8800000000000008,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0323,O2_dissous,O2_dissous,O2_diss | o2_dissous | O2_dissous | O2dissous(mgd'O2/l),à confirmer,mg/L,,suivi_qualite_sebou_jr,val_qual_sebou_jr,4572,4572,0,0,0,0,nan,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0324,O2dissous(mgd'O2/l),O2_dissous,O2_diss | o2_dissous | O2_dissous | O2dissous(mgd'O2/l),mgd'O2/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,182,0,0,0,4.1399999999999997,16.3,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0325,Odeur,Odeur,Odeur,à confirmer,— (qualitatif),,mesures_qualite_rivieres,val_qual_riv,1,1,0,0,0,2,2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0326,OH,OH-,OH | OH-,mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,1,1,0,0,0,7.65,7.65,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0327,OH,OH-,OH | OH-,mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0328,OH-,OH-,OH | OH-,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,89,89,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0329,p_annuelle,P_annuelle,p_annuelle,à confirmer,mm/an,,mesures_precipitations_jr_max,p_annuelle,2085,1915,170,0,0,0,2871,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0330,p_max,P_max,p_max,à confirmer,mm,,mesures_precipitations_jr_max,p_max,2085,1915,170,0,0,0,420,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0331,Sélénium,Se,Se | Sélénium | Sélénium(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,8,8,0,8,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0332,Pb,Pb,Pb | Plomb | Plomb(mg/l),à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,6,6,0,0,1,1.0999999999999999E-2,0.1,référence ABH non disponible,<= 0.01 mg/L,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Lead (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/lead-fact-sheet-2022.pdf?download=true&sfvrsn=4983142a_2)
MIG-0333,Pb,Pb,Pb | Plomb | Plomb(mg/l),à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,436,436,0,0,1,0,125,référence ABH non disponible,<= 0.01 mg/L,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Lead (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/lead-fact-sheet-2022.pdf?download=true&sfvrsn=4983142a_2)
MIG-0334,perimetre,Perimetre,perimetre,à confirmer,km,,bassin_sebou,perimetre,1,1,0,0,0,1063.66456726,1063.66456726,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,HORS_PERIMETRE,REJECT_FROM_MIGRATION,hors périmètre migration des mesures,,,
MIG-0335,ph,pH,ph | pH | pH au laboratoire,pH,— (sans unité),,idp_2024_src_pollution_globale,ph,243,201,42,0,1,6.6,9,référence ABH non disponible,6.5-8.5 pH,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,US EPA — Secondary Drinking Water Standards: Guidance for Nuisance Chemicals (https://www.epa.gov/sdwa/secondary-drinking-water-standards-guidance-nuisance-chemicals)
MIG-0336,ph,pH,ph | pH | pH au laboratoire,pH,— (sans unité),,idp_2024_src_pollution_marche_cadre,ph,148,127,21,0,1,6.65,8.9,référence ABH non disponible,6.5-8.5 pH,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,US EPA — Secondary Drinking Water Standards: Guidance for Nuisance Chemicals (https://www.epa.gov/sdwa/secondary-drinking-water-standards-guidance-nuisance-chemicals)
MIG-0337,ph,pH,ph | pH | pH au laboratoire,pH,— (sans unité),,mesures_qualite_barrages,val_qual_barr,420,420,0,0,1,6.8,660,référence ABH non disponible,6.5-8.5 pH,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,US EPA — Secondary Drinking Water Standards: Guidance for Nuisance Chemicals (https://www.epa.gov/sdwa/secondary-drinking-water-standards-guidance-nuisance-chemicals)
MIG-0338,ph,pH,ph | pH | pH au laboratoire,pH,— (sans unité),,mesures_qualite_nappes,val_qual_nap,2651,2651,0,0,1,2.61,22.1,référence ABH non disponible,6.5-8.5 pH,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,US EPA — Secondary Drinking Water Standards: Guidance for Nuisance Chemicals (https://www.epa.gov/sdwa/secondary-drinking-water-standards-guidance-nuisance-chemicals)
MIG-0339,ph,pH,ph | pH | pH au laboratoire,pH,— (sans unité),,mesures_qualite_rivieres,val_qual_riv,1994,1994,0,0,1,5.5,49.45,référence ABH non disponible,6.5-8.5 pH,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,US EPA — Secondary Drinking Water Standards: Guidance for Nuisance Chemicals (https://www.epa.gov/sdwa/secondary-drinking-water-standards-guidance-nuisance-chemicals)
MIG-0340,pH,pH,ph | pH | pH au laboratoire,pH,— (sans unité),,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,182,0,0,1,7.3,8.8000000000000007,référence ABH non disponible,6.5-8.5 pH,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,US EPA — Secondary Drinking Water Standards: Guidance for Nuisance Chemicals (https://www.epa.gov/sdwa/secondary-drinking-water-standards-guidance-nuisance-chemicals)
MIG-0341,pH,pH,ph | pH | pH au laboratoire,pH,— (sans unité),,suivi_qualite_sebou_jr,val_qual_sebou_jr,4572,4572,0,0,1,0,nan,référence ABH non disponible,6.5-8.5 pH,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,US EPA — Secondary Drinking Water Standards: Guidance for Nuisance Chemicals (https://www.epa.gov/sdwa/secondary-drinking-water-standards-guidance-nuisance-chemicals)
